time,precipIntensity,temperature,apparentTemperature,dewPoint,windSpeed,cloudCover,uvIndex
1410807600,0,70.57,70.57,45.48,1.13,0.06,5
1410811200,0,70.77,70.77,45.78,0.89,0.12,3
1410814800,0,70.48,70.48,46.2,1.68,0.13,1
1410818400,0,68.81,68.81,47.41,1.52,0.24,0
1410822000,0,66.07,66.07,48.8,1.9,0.32,0
1410825600,0,64.17,64.17,49.88,1.42,0.2,0
1410829200,0,63.02,63.02,50.63,1.21,0.32,0
1410832800,0,62.42,62.42,51.38,1.3,0.55,0
1410836400,0,61.21,61.21,51.88,0.69,0.38,0
1410840000,0,60.06,60.06,51.85,0.24,0.33,0
1410843600,0,59.69,59.69,52.38,0.56,0.27,0
1410847200,0,59.69,59.69,52.9,0.31,0.48,0
1410850800,0,61.97,61.97,52.97,1.28,0.62,0
1410854400,0,59.01,59.01,53.08,0.49,0.48,0
1410858000,0,58.49,58.49,52.87,0.02,0.8,0
1410861600,0,57.36,57.36,52.55,0.05,0.31,0
1410865200,0,57.97,57.97,53.55,0.03,0.78,0
1410868800,0.0128,59.14,59.14,55.2,0.2,1,0
1410872400,0.0687,58.7,58.7,55.93,0.65,1,1
1410876000,0.0792,59.14,59.14,56.51,7.27,1,2
1410879600,0.0446,59.34,59.34,56.92,1.18,1,3
1410883200,0.0144,61.14,61.2,58.32,0.7,0.83,4
1410886800,0.0019,64.49,64.54,59.24,0.55,0.83,4
1410890400,0,66.91,66.91,58.53,0.21,0.79,4
1410894000,0,68.1,68.1,57.54,0.26,0.88,3
1410897600,0,68.19,68.19,56.83,0.29,0.85,2
1410901200,0,67.52,67.52,56.79,0.16,0.9,1
1410904800,0,67.06,67.06,56.6,0.33,0.83,0
1410908400,0,65.88,65.88,55.53,0.25,0.6,0
1410912000,0,63.72,63.72,54.99,0.08,0.65,0
1410915600,0,62.56,62.56,54.41,0.25,0.69,0
1410919200,0,61.5,61.5,53.82,0.33,0.75,0
1410922800,0,60.44,60.44,53.12,0.49,0.62,0
1410926400,0,59.37,59.37,52.33,0.52,0.28,0
1410930000,0,58.09,58.09,51.91,0.68,0.14,0
1410933600,0,56.97,56.97,51.16,0.48,0.09,0
1410937200,0,56.02,56.02,50.64,0.47,0,0
1410940800,0,54.81,54.81,50.23,0.26,0,0
1410944400,0,53.55,53.55,49.67,0.1,0,0
1410948000,0,53.06,53.06,49.02,0.22,0.05,0
1410951600,0,52.69,52.69,48.55,0.16,0.1,0
1410955200,0,55.99,55.99,50.05,0.39,0.21,0
1410958800,0,60.79,60.79,50.05,1.04,0.06,2
1410962400,0,64.07,64.07,48.14,1.51,0.05,3
1410966000,0,66.58,66.58,46.06,1.34,0.17,5
1410969600,0,68.26,68.26,44.27,1.19,0.21,6
1410973200,0,69.63,69.63,44.45,1.28,0.16,6
1410976800,0,70.72,70.72,44.35,1.1,0.15,6
1410980400,0,71.38,71.38,44.48,0.57,0.13,4
1410984000,0,71.58,71.58,44.59,0.82,0.22,3
1410987600,0,71.39,71.39,45.03,0.84,0.22,1
1410991200,0,70.1,70.1,46.19,0.75,0.06,0
1410994800,0,67.58,67.58,47.52,0.32,0.06,0
1410998400,0,64.52,64.52,48.85,0.22,0.09,0
1411002000,0,61.97,61.97,49.59,0.34,0.09,0
1411005600,0,60.9,60.9,50.53,0.31,0.08,0
1411009200,0,59.74,59.74,51.04,0.49,0.08,0
1411012800,0,58.56,58.56,50.83,0.28,0,0
1411016400,0,57.53,57.53,50.78,0.24,0,0
1411020000,0,56.57,56.57,50.45,0.17,0,0
1411023600,0,56.02,56.02,50.29,0.26,0,0
1411027200,0,55.68,55.68,49.92,0.12,0,0
1411030800,0,54.84,54.84,49.45,0.1,0,0
1411034400,0,53.42,53.42,48.99,0.1,0,0
1411038000,0,53.51,53.51,48.97,0.1,0.21,0
1411041600,0,56.13,56.13,50.65,0.14,0.48,0
1411045200,0,61.41,61.41,51.84,0.49,0.29,1
1411048800,0,65.87,65.87,51.53,0.97,0.29,3
1411052400,0,69.57,69.57,50.02,0.81,0.17,5
1411056000,0,71.96,71.96,49.32,0.82,0.21,6
1411059600,0,73.14,73.14,49.01,0.87,0.39,5
1411063200,0,73.89,73.89,49.34,1.27,0.5,5
1411066800,0,74.46,74.46,48.6,1.19,0.66,3
1411070400,0,74.23,74.23,48.28,1.51,0.58,2
1411074000,0,74.44,74.44,47.12,1.77,0.47,1
1411077600,0,73.4,73.4,47.31,1.74,0.17,0
1411081200,0,70.52,70.52,48.34,0.8,0.28,0
1411084800,0,67.51,67.51,49.29,0.18,0.14,0
1411088400,0,65.21,65.21,50.24,0.13,0.18,0
1411092000,0,63.65,63.65,50.48,0.22,0.06,0
1411095600,0,62.8,62.8,50.79,0.93,0.08,0
1411099200,0,62.11,62.11,50.81,2.09,0.1,0
1411102800,0,61.39,61.39,50.84,2.28,0.04,0
1411106400,0,60.4,60.4,50.7,2.72,0.07,0
1411110000,0,59.2,59.2,50.56,2.31,0,0
1411113600,0,58.24,58.24,50.21,2.64,0,0
1411117200,0,57.04,57.04,49.67,2.97,0.12,0
1411120800,0,55.95,55.95,48.46,3.25,0.56,0
1411124400,0,54.7,54.7,46.38,3.52,0.69,0
1411128000,0,54.97,54.97,44.8,3.64,0.56,0
1411131600,0,56.5,56.5,43.61,4.93,0.31,1
1411135200,0,58.38,58.38,43.23,4.58,0.33,3
1411138800,0,60.02,60.02,43.9,4.8,0.52,4
1411142400,0,61.71,61.71,44.64,3.73,0.41,5
1411146000,0,62.88,62.88,45.27,3.25,0.39,5
1411149600,0,63.81,63.81,46.2,2.81,0.45,5
1411153200,0,64.45,64.45,46.48,2.88,0.29,4
1411156800,0,64.36,64.36,47.41,2.87,0.27,2
1411160400,0,63.85,63.85,47.92,2.74,0.24,1
1411164000,0,62.67,62.67,48.39,2.42,0.23,0
1411167600,0,61.01,61.01,48.54,2.04,0.48,0
1411171200,0,60.24,60.24,48.75,2.05,0.67,0
1411174800,0,59.96,59.96,48.93,1.83,0.57,0
1411178400,0,60.02,60.02,49.16,2.02,0.84,0
1411182000,0,60.04,60.04,49.33,1.57,0.77,0
1411185600,0,59.42,59.42,49.45,1.39,0.51,0
1411189200,0,58.78,58.78,49.73,0.98,0.25,0
1411192800,0,58.48,58.48,50.14,1.09,0.3,0
1411196400,0,58.2,58.2,50.48,0.57,0.61,0
1411200000,0,57.81,57.81,50.81,0.14,0.71,0
1411203600,0,57.47,57.47,51.38,0.17,0.55,0
1411207200,0,57.04,57.04,51.29,0.13,0.51,0
1411210800,0,57.08,57.08,51.42,0.17,0.75,0
1411214400,0,59.54,59.54,53.3,0.22,0.85,0
1411218000,0,64.52,64.52,55.69,1.32,0.83,1
1411221600,0,68.15,68.15,57.62,3.14,0.62,3
1411225200,0,70.37,70.37,58.21,3.79,0.63,4
1411228800,0,71.98,71.98,58.51,4.29,0.69,4
1411232400,0,72.84,72.84,58.99,4.27,0.75,4
1411236000,0,73.34,73.34,59.6,5.3,0.75,4
1411239600,0,73.15,73.15,59.93,5.58,0.75,3
1411243200,0,72.89,72.95,60.55,4.87,0.77,2
1411246800,0,72.7,72.78,60.74,4.83,0.68,1
1411250400,0,72.04,72.04,59.45,4.03,0.59,0
1411254000,0,70.28,70.3,60.06,2.84,0.37,0
1411257600,0,68.89,69.08,61.25,1.63,0.46,0
1411261200,0,68.09,68.44,62.23,1.73,0.36,0
1411264800,0,67.75,68.18,62.77,1.04,0.48,0
1411268400,0,67.62,68.09,63.04,0.56,0.88,0
1411272000,0,67.84,68.32,63.19,0.22,1,0
1411275600,0.0009,67.86,68.4,63.65,0.09,1,0
1411279200,0.0116,67.2,67.85,64.17,0.16,1,0
1411282800,0.022,66.63,67.32,64.23,0.36,1,0
1411286400,0.0098,66.45,67.15,64.27,0.21,1,0
1411290000,0.0023,66.32,67.02,64.25,0.15,1,0
1411293600,0.0002,66.25,66.98,64.4,0.21,1,0
1411297200,0,66.6,67.36,64.67,0.07,0.99,0
1411300800,0,67.35,68.17,65.34,0.14,0.99,0
1411304400,0,68.41,69.34,66.4,0.09,1,1
1411308000,0,69.53,70.49,67.01,0.23,0.91,2
1411311600,0,70.88,71.85,67.43,0.22,0.98,3
1411315200,0,71.69,72.64,67.57,0.34,1,4
1411318800,0,72.15,73.1,67.68,0.09,0.99,4
1411322400,0,72.94,73.89,67.89,0.3,0.98,3
1411326000,0,74.42,75.35,68.08,0.2,0.87,3
1411329600,0,75.03,75.93,67.98,0.45,0.76,2
1411333200,0,74.81,75.71,67.87,0.51,0.48,1
1411336800,0,74.23,75.14,67.84,0.43,0.53,0
1411340400,0,72.53,73.42,67.3,0.34,0.48,0
1411344000,0,70.58,71.44,66.61,0.29,0.23,0
1411347600,0,69.53,70.36,66.11,0.57,0.12,0
1411351200,0,69.35,70.23,66.35,1.21,0.3,0
1411354800,0,69.6,70.5,66.59,1.78,0.3,0
1411358400,0,69.78,70.63,66.31,2.46,0.67,0
1411362000,0.0012,69.5,70.25,65.55,2.44,1,0
1411365600,0.0028,68.25,68.66,62.73,2.08,0.98,0
1411369200,0,66.82,66.89,59.93,1.77,0.52,0
1411372800,0,65.58,65.58,59.01,2.15,0.35,0
1411376400,0,64.86,64.86,57.54,2.49,0.05,0
1411380000,0,64.07,64.07,55.46,3.37,0,0
1411383600,0,63.27,63.27,54.44,3.34,0.11,0
1411387200,0,63.86,63.86,53.99,4.75,0.06,0
1411390800,0,65.42,65.42,53.77,5.32,0.07,1
1411394400,0,66.86,66.86,53.41,5.49,0.42,3
1411398000,0,67.58,67.58,52.32,6.14,0.61,4
1411401600,0,67.85,67.85,51.56,6.17,0.8,4
1411405200,0,68.81,68.81,50.74,5.63,0.83,4
1411408800,0,69.22,69.22,50.31,5.61,0.77,4
1411412400,0,68.83,68.83,49.2,5.58,0.61,3
1411416000,0,68.59,68.59,47.7,5.07,0.41,2
1411419600,0,67.15,67.15,46.48,5.46,0.1,1
1411423200,0,65.07,65.07,44.83,5.29,0.11,0
1411426800,0,62.58,62.58,43.77,4.8,0.12,0
1411430400,0,60.44,60.44,43.18,3.99,0.31,0
1411434000,0,59.05,59.05,42.53,4.56,0.2,0
1411437600,0,57.63,57.63,41.65,4.2,0.12,0
1411441200,0,56.37,56.37,41.12,3.24,0.12,0
1411444800,0,55.23,55.23,41.02,3.13,0.04,0
1411448400,0,53.79,53.79,40.69,1.7,0.08,0
1411452000,0,52.63,52.63,40.87,1.36,0,0
1411455600,0,51.79,51.79,41,1.04,0,0
1411459200,0,50.97,50.97,40.91,0.75,0.06,0
1411462800,0,50.2,50.2,41.23,1.35,0.08,0
1411466400,0,49.54,49.54,41.16,0.46,0.08,0
1411470000,0,48.92,48.92,41.29,0.28,0.08,0
1411473600,0,51.66,51.66,43.11,0.66,0.07,0
1411477200,0,55.6,55.6,43.93,0.7,0.04,1
1411480800,0,58.44,58.44,44.13,0.6,0.05,3
1411484400,0,60.94,60.94,44.11,0.33,0.05,5
1411488000,0,63.53,63.53,44.51,0.36,0.06,6
1411491600,0,66.42,66.42,44.48,1.14,0.04,6
1411495200,0,68.66,68.66,44.88,1.61,0.05,5
1411498800,0,70.1,70.1,45.09,1.16,0.06,4
1411502400,0,70.86,70.86,45.61,0.88,0.11,2
1411506000,0,71.14,71.14,46.57,0.84,0.11,1
1411509600,0,69.44,69.44,48.21,1.16,0.11,0
1411513200,0,66.13,66.13,50.34,1.28,0.16,0
1411516800,0,63.87,63.87,51.25,1.35,0.08,0
1411520400,0,62.25,62.25,51.96,0.98,0.05,0
1411524000,0,60.55,60.55,51.75,0.7,0.08,0
1411527600,0,59.09,59.09,51.28,0.32,0,0
1411531200,0,57.9,57.9,51.03,0.06,0,0
1411534800,0,56.65,56.65,50.61,0.01,0.06,0
1411538400,0,55.76,55.76,50.67,0.12,0.08,0
1411542000,0,55.35,55.35,50.4,0.08,0.17,0
1411545600,0,55.22,55.22,50.58,0.44,0.27,0
1411549200,0,55.1,55.1,50.68,0.55,0.14,0
1411552800,0,54.82,54.82,50.75,0.76,0.14,0
1411556400,0,55.4,55.4,51.32,0.77,0.19,0
1411560000,0,58.17,58.17,52.68,1.33,0.33,0
1411563600,0,61.54,61.54,54.81,2.66,0.27,1
1411567200,0,64.89,64.89,55.28,3.76,0.25,3
1411570800,0,66.95,66.95,55.49,3.89,0.28,4
1411574400,0,68.65,68.65,55.78,4.1,0.4,5
1411578000,0,69.79,69.79,55.18,4.06,0.45,5
1411581600,0,70.18,70.18,54.78,3.84,0.62,4
1411585200,0,69.71,69.71,54.35,3.92,0.49,3
1411588800,0,69,69,54.37,4.17,0.71,2
1411592400,0,68.33,68.33,54.21,4.23,0.82,1
1411596000,0,67.3,67.3,53.92,3.45,0.79,0
1411599600,0,66.18,66.18,54.05,2.94,0.64,0
1411603200,0,65.33,65.33,54.15,2.23,0.6,0
1411606800,0,64.81,64.81,54.48,2.93,0.5,0
1411610400,0,64.39,64.39,54.59,3.05,0.49,0
1411614000,0,63.99,63.99,54.15,2.84,0.31,0
1411617600,0,63.78,63.78,53.87,3.28,0.36,0
1411621200,0,63.59,63.59,53.45,3.2,0.33,0
1411624800,0,63.22,63.22,52.78,2.72,0.52,0
1411628400,0,62.79,62.79,52.86,3.57,0.99,0
1411632000,0,62.39,62.39,53.6,3.68,1,0
1411635600,0,61.91,61.91,54.51,4.16,1,0
1411639200,0.0005,61.61,61.61,55.24,4.03,1,0
1411642800,0.002,61.32,61.32,55.67,4.71,1,0
1411646400,0.0261,60.4,60.4,55.67,3.91,1,0
1411650000,0.056,59.22,59.22,54.9,4.11,1,1
1411653600,0.0387,58.76,58.76,54.32,4.22,1,2
1411657200,0.0423,58.63,58.63,54.87,3.91,1,3
1411660800,0.0411,59.46,59.46,56.14,3.76,1,3
1411664400,0.0183,60.18,60.18,56.59,4.7,1,4
1411668000,0.0132,60.85,60.85,56.96,5.14,1,3
1411671600,0.0065,61.22,61.22,57.18,5.17,1,3
1411675200,0.0014,61.99,61.99,57.67,5.05,1,2
1411678800,0.0009,62.51,62.51,57.73,4.61,0.98,1
1411682400,0.0005,62.51,62.51,57.46,4.53,0.86,0
1411686000,0,62.27,62.27,56.85,3.46,0.87,0
1411689600,0,61.92,61.92,56.2,3.21,0.72,0
1411693200,0,61.46,61.46,55.71,3.13,0.67,0
1411696800,0,60.86,60.86,55.33,2.8,0.55,0
1411700400,0,60.32,60.32,54.79,2.6,0.34,0
1411704000,0,59.92,59.92,54.57,2.05,0.43,0
1411707600,0,59.69,59.69,54.41,2.32,0.41,0
1411711200,0,59.06,59.06,53.97,2.14,0.43,0
1411714800,0,58.76,58.76,53.27,1.67,0.26,0
1411718400,0,58.2,58.2,52.63,2.13,0.05,0
1411722000,0,57.78,57.78,52.03,2.09,0.07,0
1411725600,0,57.64,57.64,51.83,2.3,0.15,0
1411729200,0,57.71,57.71,51.63,1.91,0.08,0
1411732800,0,59.17,59.17,52.66,3.02,0.12,0
1411736400,0,62.53,62.53,54.12,4.36,0.08,1
1411740000,0,65.69,65.69,54.82,4.42,0.05,3
1411743600,0,68.54,68.54,54.4,4.25,0,4
1411747200,0,70.83,70.83,53.31,3.74,0.04,5
1411750800,0,72.98,72.98,52.43,2.64,0.06,6
1411754400,0,74.53,74.53,52.76,2.24,0.05,5
1411758000,0,75.7,75.7,52.91,2.15,0.04,4
1411761600,0,76.13,76.13,52.83,1.76,0.05,2
1411765200,0,76.21,76.21,52.1,1.4,0,1
1411768800,0,75.28,75.28,52.56,0.72,0,0
1411772400,0,71.5,71.5,53.24,0.41,0.08,0
1411776000,0,67.7,67.7,53.94,0.15,0,0
1411779600,0,65.35,65.35,54.13,0.18,0,0
1411783200,0,63.99,63.99,54.16,0.12,0,0
1411786800,0,62.29,62.29,54.07,0.11,0,0
1411790400,0,61.34,61.34,53.88,0.09,0,0
1411794000,0,61.04,61.04,54,0.34,0,0
1411797600,0,59.48,59.48,53.65,0.46,0,0
1411801200,0,59.8,59.8,53.64,0.31,0,0
1411804800,0,59.56,59.56,53.62,0.5,0,0
1411808400,0,59.25,59.25,53.52,0.7,0,0
1411812000,0,59.11,59.11,53.85,0.58,0,0
1411815600,0,59.22,59.22,54.08,0.73,0,0
1411819200,0,61.34,61.34,55.58,0.75,0,0
1411822800,0,66,66,57.06,1.78,0,1
1411826400,0,69.98,69.98,58.18,2.76,0,3
1411830000,0,73.87,73.87,58.5,2.48,0,4
1411833600,0,77.2,77.2,57.54,2.24,0,6
1411837200,0,79.17,79.17,56.29,2.21,0,6
1411840800,0,80.58,80.58,55.08,1.74,0,5
1411844400,0,81.73,81.73,54.7,1.35,0,4
1411848000,0,81.86,81.86,54.66,1.41,0,2
1411851600,0,81.82,81.82,55.04,0.38,0,1
1411855200,0,79.73,79.73,56.59,0.07,0,0
1411858800,0,74.94,74.94,58.26,0.21,0,0
1411862400,0,71.76,71.76,58.28,0.1,0,0
1411866000,0,69.35,69.35,58.14,0.17,0,0
1411869600,0,67.25,67.25,58.16,0.18,0,0
1411873200,0,65.95,65.95,57.33,0.05,0,0
1411876800,0,64.83,64.83,57.57,0.04,0,0
1411880400,0,63.34,63.34,57.24,0.02,0,0
1411884000,0,62.25,62.25,56.99,0.12,0,0
1411887600,0,61.39,61.39,56.41,0.01,0,0
1411891200,0,60.51,60.51,56.21,0.06,0,0
1411894800,0,59.85,59.85,55.83,0.06,0,0
1411898400,0,59.11,59.11,55.26,0.03,0,0
1411902000,0,58.78,58.78,55.02,0.02,0.07,0
1411905600,0,60.82,60.82,56.96,0.08,0.09,0
1411909200,0,65.93,65.94,59.24,0.25,0.13,1
1411912800,0,71.21,71.29,60.67,0.14,0.12,3
1411916400,0,75.71,75.86,61.43,0.28,0.02,4
1411920000,0,77.55,77.67,60.89,0.56,0.13,5
1411923600,0,80.05,80.95,60.31,1.32,0.03,6
1411927200,0,81.65,82.04,59.69,1.98,0.06,5
1411930800,0,82.44,82.69,59.77,1.93,0.02,4
1411934400,0,82.18,82.59,60.23,2.54,0.25,2
1411938000,0,80.68,81.48,60.52,2.44,0.01,1
1411941600,0,77.69,77.83,61.21,2.01,0.21,0
1411945200,0,74.37,74.51,61.32,1.59,0.33,0
1411948800,0,72.33,72.46,61.19,1.31,0.32,0
1411952400,0,70.88,71.04,61.32,1.96,0.23,0
1411956000,0,69.85,70.02,61.29,1.51,0.38,0
1411959600,0,68.7,68.85,60.86,1.7,0.34,0
1411963200,0,67.83,67.97,60.64,1.47,0.2,0
1411966800,0,67.08,67.2,60.33,1.37,0.3,0
1411970400,0,66.07,66.17,59.94,1,0.32,0
1411974000,0,65.36,65.44,59.66,0.89,0.33,0
1411977600,0,64.94,65.02,59.54,0.44,0.36,0
1411981200,0,64.41,64.49,59.36,0.25,0.48,0
1411984800,0,63.9,63.97,59.16,0.17,0.35,0
1411988400,0,63.68,63.75,59.12,0.14,0.37,0
1411992000,0,64.13,64.24,59.57,0.24,0.33,0
1411995600,0,65.75,65.97,60.74,0.14,0.42,1
1411999200,0,70.11,70.25,61.05,0.19,0.47,2
1412002800,0,72.59,72.7,61.02,0.08,0.4,4
1412006400,0,74.76,74.87,61.01,0.16,0.39,5
1412010000,0,75.98,76.06,60.69,0.99,0.41,5
1412013600,0,76.9,76.93,60.11,1.11,0.48,4
1412017200,0,76.69,76.73,60.3,0.71,0.37,3
1412020800,0,75.44,75.53,60.8,0.43,0.57,2
1412024400,0,74.07,74.21,61.34,0.19,0.39,1
1412028000,0,72.37,72.63,62.35,0.73,0.78,0
1412031600,0,71.4,71.71,62.59,0.77,0.76,0
1412035200,0,70.5,70.79,62.32,0.58,0.78,0
1412038800,0,69.89,70.18,62.19,0.55,0.58,0
1412042400,0,69.4,69.72,62.37,0.47,0.81,0
1412046000,0,68.78,69.11,62.32,0.55,0.93,0
1412049600,0,68.11,68.45,62.23,0.61,0.91,0
1412053200,0,67.47,67.77,61.75,0.45,0.94,0
1412056800,0,67.05,67.32,61.46,0.28,0.97,0
1412060400,0,66.51,66.76,61.21,0.13,0.91,0
1412064000,0,66.17,66.43,61.18,0.04,0.96,0
1412067600,0,65.8,66.03,60.84,0.04,1,0
1412071200,0,65.23,65.41,60.29,0.07,0.97,0
1412074800,0,65,65.22,60.59,0.09,0.88,0
1412078400,0,65.33,65.55,60.63,0.21,0.93,0
1412082000,0,66.78,67.01,61.08,0.39,0.83,1
1412085600,0,67.97,68.02,60.01,1,0.87,2
1412089200,0,69.13,69.13,59.43,1.24,0.9,3
1412092800,0,68.59,68.59,59.59,2.49,1,3
1412096400,0,67.95,68.03,60.22,3.27,1,3
1412100000,0,67.16,67.3,60.53,3.64,1,3
1412103600,0,66.89,66.98,60.08,3.27,1,2
1412107200,0,66.93,67.02,60.07,3.17,1,2
1412110800,0,67.08,67.13,59.81,2.51,0.96,1
1412114400,0,66.38,66.4,59.4,1.95,0.89,0
1412118000,0,65.23,65.23,59.03,1.84,0.93,0
1412121600,0,64.62,64.63,58.92,1.72,0.96,0
1412125200,0,64.21,64.21,58.65,2.02,0.99,0
1412128800,0,63.87,63.87,58.46,2.03,0.93,0
1412132400,0,63.84,63.84,58.39,2.18,1,0
